snapshot_id,model_id,timestamp,symbol,entry_oid,entry_time,entry_price,current_price,quantity,risk_usd,confidence,index_col,margin,leverage,wait_for_fill,tp_oid,sl_oid,oid,liquidation_price,commission,slippage,closed_pnl,unrealized_pnl,exit_profit_target,exit_stop_loss,exit_invalidation_condition
gemini-2.5-pro_0,gemini-2.5-pro,1760742059.09101,BTC,204608600170,1760739455.194057,107148,106935.5,-0.21,564.81,0.75,,1159.729368,20,False,204608639760,204608647505,204608600170,111070.144,20.255486,0,-10.13,44.52,101801.7,109838.4,4-hour MACD crosses above its signal line.
gemini-2.5-pro_0,gemini-2.5-pro,1760742059.09101,ETH,204605840995,1760739168.304012,3868.7,3852.75,-16.72,536,0.65,,3485.779938,20,False,204605882945,204605892447,204605840995,3981.4506483957,19.256283999999997,0,-29.11,269.27081,3726,3968,Price closes above the 3-minute 20-period EMA for 3 consecutive candles.
gemini-2.5-pro_0,gemini-2.5-pro,1760742059.09101,SOL,204609819475,1760739590.74332,184.41,183.865,-53.74,330.04,0.7,,686.379462,15,False,204609836484,204609841627,204609819475,191.8265626186,8.919584,0,-4.46,30.0944,172.121,190.562,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_0,gemini-2.5-pro,1760742059.09101,BNB,204607247662,1760739322.325885,1080.322,1075.95,-14.9,646.34,0.75,,1679.560399,10,False,204607280238,204607288057,204607247662,1132.0211185043,14.483559000000001,0,-7.24,65.895,995.03,1124.81,4H 20-period EMA crosses above the 50-period EMA
qwen3-max_0,qwen3-max,1760742140.470483,BTC,204623638114,1760740892.275223,106846,106888.5,0.44,417,0.78,,2348.206036,20,False,204623644455,204623652778,204623638114,102837.6385822785,20.72807,0,-21.16,18.92,108200,105900,Price closes below 105500 on a 3-minute candle
deepseek-chat-v3.1_0,deepseek-chat-v3.1,1760742254.393078,XRP,204627856228,1760741343.045475,2.313579,2.31155,21622,510.99,0.8,,2434.886042,20,False,-1,-1,204627856228,2.2552702474,0.628809,0,-22.51,-44.9577,2.378,2.29,If the price closes below 2.300 on a 3-minute candle
deepseek-chat-v3.1_0,deepseek-chat-v3.1,1760742254.393078,BTC,204606925687,1760739291.498538,107146,106879.5,-0.21,380.49,0.65,,1546.479557,15,False,204606949107,204606956512,204606925687,112831.7909794239,20.255296,0,-10.13,56.28,103585.5,109024.5,If the price closes above the 4-hour EMA20 at 109236.97
deepseek-chat-v3.1_0,deepseek-chat-v3.1,1760742254.393078,BNB,204624767080,1760740999.390176,1076.6,1076.65,9.3,300,0.65,,997.49206,10,False,204624776108,204624779609,204624767080,1020.3608307866,4.050169,0,-4.51,0,1140.083,1043.2835,If the price closes below 1070.00 on a 3-minute candle
buynhold_btc_0,buynhold_btc,1760744436.283548,BTC,-1,1760740869.658217,106848.5,106600.5,0.09355,0,0,-1,9972.2996,1,False,-1,-1,-1,0,4.5,0,0,-23.2004,,,
gpt-5_1,gpt-5,1760745606.085436,XRP,204600432746,1760738675.497112,2.339594,2.29255,-7716,600,0.64,,1861.527896,12,False,-1,-1,204600432746,2.4717615213,16.243539000000002,0,-8.12,364.9253,2.19783,2.41611,Close if a 4h candle closes > 2.455 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_1,gpt-5,1760745606.085436,BTC,204614807391,1760740073.642661,107067.9,106395.5,-0.13,300,0.62,,1010.458007,15,False,204614857389,204614868067,204614807391,112757.2878024691,12.523466,0,-6.26,87.60892,102321.7,109362.4,Close if a 4h candle closes > 111193.74 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_1,gpt-5,1760745606.085436,ETH,204612596778,1760739867.096058,3860,3831.25,-6.21,600,0.63,,1380.725655,20,False,204612651329,204612666095,204612596778,3973.5677204698,21.576769,0,-10.79,181.953,3668.17,3957.79,Close if a 4h candle closes > 4036.82 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_1,gpt-5,1760745606.085436,SOL,204600508921,1760738682.056187,185.69,181.905,-64.69,500,0.6,,1441.686237,10,False,204600565013,204600580192,204600508921,199.1961714141,10.815528,0,-5.41,245.822,171.889,193.567,Close if a 4h candle closes > 195.958 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_1,gpt-5,1760745606.085436,BNB,204618880065,1760740455.860772,1076.6,1070.35,-4.81,260,0.6,,545.831147,10,False,204618929451,204618950247,204618880065,1127.408008514,4.660299999999999,0,-2.33,30.303,997.02,1131.74,Close if a 4h candle closes > 1181.25 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gemini-2.5-pro_1,gemini-2.5-pro,1760745667.210352,XRP,204601548108,1760738772.252957,2.3345,2.29595,-5447,509.98,0.65,,1484.563578,10,False,-1,-1,204601548108,2.5043385489,11.442205000000001,0,-5.72,218.4247,2.149,2.4293,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_1,gemini-2.5-pro,1760745667.210352,DOGE,204610969392,1760739722.47199,0.186343,0.184685,-15908,178.17,0.65,,323.557367,10,False,-1,-1,204610969392,0.1951802727,2.663957,0,-1.33,27.7347,0.15852,0.19769,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_1,gemini-2.5-pro,1760745667.210352,BTC,204608600170,1760739455.194057,107148,106406,-0.21,564.81,0.75,,1272.148749,20,False,204608639760,204608647505,204608600170,111071.4579611993,20.255486,0,-10.13,156.66,101801.7,109838.4,4-hour MACD crosses above its signal line.
gemini-2.5-pro_1,gemini-2.5-pro,1760745667.210352,ETH,204605840995,1760739168.304012,3868.7,3834.7,-5.53,536,0.65,,1249.538283,20,False,204605882945,204605892447,204605840995,3979.859107719,19.256283999999997,0,-9.63,194.682064,3726,3968,Price closes above the 3-minute 20-period EMA for 3 consecutive candles.
gemini-2.5-pro_1,gemini-2.5-pro,1760745667.210352,SOL,204609819475,1760739590.74332,184.41,182.185,-53.74,330.04,0.7,,778.243965,15,False,204609836484,204609841627,204609819475,191.8260017065,8.919584,0,-4.46,121.9898,172.121,190.562,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_1,gemini-2.5-pro,1760745667.210352,BNB,204607247662,1760739322.325885,1080.322,1071.15,-14.9,646.34,0.75,,1759.939335,10,False,204607280238,204607288057,204607247662,1132.0159370406,14.483559000000001,0,-7.24,146.355,995.03,1124.81,4H 20-period EMA crosses above the 50-period EMA
grok-4_1,grok-4,1760745684.734099,XRP,204601816470,1760738795.064534,2.3385,2.29595,-4272,400,0.6,,1176.701947,10,False,-1,-1,204601816470,2.5086294754,8.995531,0,-4.5,181.9872,2.15253,2.43321,If price exceeds 2.5 on 4-hour close
grok-4_1,grok-4,1760745684.734099,DOGE,204608277516,1760739426.489447,0.186354,0.184705,68396,637.876,0.65,,1158.217859,10,False,-1,-1,204608277516,0.1765957896,0.442767,0,-5.74,-113.13186,0.214303,0.177039,If price closes below 0.18 on 4-hour timeframe
grok-4_1,grok-4,1760745684.734099,BTC,204601751388,1760738787.822142,107313.6,106421.5,0.28,450,0.65,,1240.481503,20,False,204601767128,204601782276,204601751388,103281.7305497287,0.005311,0,-13.52,-249.94589,112218.5,105774.5,If 4-hour MACD crosses below -2000
grok-4_1,grok-4,1760745684.734099,ETH,204621535484,1760740685.180597,3851.1,3834.75,5.06,650.916,0.7,,1211.11569,15,False,204621543867,204621559787,204621535484,3668.7235440026,0.224931,0,-8.77,-83.03126,4171.75,3722.49,If 4-hour MACD crosses below -80
grok-4_1,grok-4,1760745684.734099,SOL,204603984402,1760739003.127084,184.9,182.185,60.44,449.6,0.6,,947.467039,10,False,204603997696,204604011273,204603984402,170.7629140321,5.02891,0,-5.03,-165.0012,200.237,177.989,If 4-hour MACD crosses below -5
grok-4_1,grok-4,1760745684.734099,BNB,204618969527,1760740463.030889,1076.9,1071.55,7.07,229.5,0.65,,720.30939,10,False,204618980456,204618994700,204618969527,1020.5447197201,2.90763,0,-3.43,-38.885,1142.958,1045.896,If 4-hour MACD crosses below -40
deepseek-chat-v3.1_1,deepseek-chat-v3.1,1760745700.36023,XRP,204651407229,1760743806.063543,2.2977,2.29575,9583,735.216,0.7,,1440.461097,15,False,204651422630,204651434120,204651407229,2.2004982437,1.031897,0,-9.91,-18.2077,2.45425,2.22415,If the price closes below 2.200 on a 3-minute candle
deepseek-chat-v3.1_1,deepseek-chat-v3.1,1760745700.36023,BTC,204606925687,1760739291.498538,107146,106424.5,-0.21,380.49,0.65,,1642.728938,15,False,204606949107,204606956512,204606925687,112833.1049406232,20.255296,0,-10.13,152.25,103585.5,109024.5,If the price closes above the 4-hour EMA20 at 109236.97
deepseek-chat-v3.1_1,deepseek-chat-v3.1,1760745700.36023,ETH,204642361395,1760742848.080542,3844.03,3834.75,4.87,624.38,0.75,,1194.979282,15,False,204642378805,204642392537,204642361395,3662.5758953191,2.699628,0,-8.42,-45.46501,4227.35,3714.95,If the price closes below 3800 on a 3-minute candle
deepseek-chat-v3.1_1,deepseek-chat-v3.1,1760745700.36023,SOL,204642432133,1760742854.739914,182.8,182.135,81.81,499.504,0.7,,937.022966,15,False,204642440174,204642449911,204642432133,175.0526684281,0.225392,0,-6.73,-54.8127,201.081,176.713,If the price closes below 175 on a 3-minute candle
deepseek-chat-v3.1_1,deepseek-chat-v3.1,1760745700.36023,BNB,204624767080,1760740999.390176,1076.6,1071.65,9.3,300,0.65,,951.042657,10,False,204624776108,204624779609,204624767080,1020.3551039049,4.050169,0,-4.51,-46.5,1140.083,1043.2835,If the price closes below 1070.00 on a 3-minute candle
qwen3-max_1,qwen3-max,1760745751.307379,BTC,204623638114,1760740892.275223,106846,106421.5,0.44,417,0.78,,2140.820666,20,False,204623644455,204623652778,204623638114,102838.9858089758,20.72807,0,-21.16,-187.88,108200,105900,Price closes below 105500 on a 3-minute candle
claude-sonnet-4-5_1,claude-sonnet-4-5,1760746271.64567,XRP,204655970889,1760744224.108066,2.3031,2.29875,5164,594.7,0.62,,1459.803153,8,False,-1,-1,204655970889,2.0677041544,0.069438,0,-5.35,-22.7216,2.6485,2.1877,"BTC breaks below 105,000, confirming deeper market correction"
buynhold_btc_1,buynhold_btc,1760747996.825572,BTC,-1,1760740869.658217,106848.5,106717.5,0.09355,0,0,-1,9983.24495,1,False,-1,-1,-1,0,4.5,0,0,-12.255049999999999,,,
gpt-5_2,gpt-5,1760749078.167443,XRP,204600432746,1760738675.497112,2.339594,2.30675,-7716,600,0.64,,1749.645896,12,False,-1,-1,204600432746,2.4717615213,16.243539000000002,0,-8.12,253.0433,2.19783,2.41611,Close if a 4h candle closes > 2.455 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_2,gpt-5,1760749078.167443,BTC,204614807391,1760740073.642661,107067.9,106783.5,-0.13,300,0.62,,959.888007,15,False,204614857389,204614868067,204614807391,112757.2878024691,12.523466,0,-6.26,37.03892,102321.7,109362.4,Close if a 4h candle closes > 111193.74 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_2,gpt-5,1760749078.167443,ETH,204612596778,1760739867.096058,3860,3837.65,-6.21,600,0.63,,1337.876655,20,False,204612651329,204612666095,204612596778,3973.5677204698,21.576769,0,-10.79,139.104,3668.17,3957.79,Close if a 4h candle closes > 4036.82 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_2,gpt-5,1760749078.167443,SOL,204600508921,1760738682.056187,185.69,182.485,-64.69,500,0.6,,1403.519137,10,False,204600565013,204600580192,204600508921,199.1961714141,10.815528,0,-5.41,207.6549,171.889,193.567,Close if a 4h candle closes > 195.958 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_2,gpt-5,1760749078.167443,BNB,204618880065,1760740455.860772,1076.6,1077.65,-4.81,260,0.6,,510.237147,10,False,204618929451,204618950247,204618880065,1127.408008514,4.660299999999999,0,-2.33,-5.291,997.02,1131.74,Close if a 4h candle closes > 1181.25 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gemini-2.5-pro_2,gemini-2.5-pro,1760749188.453281,XRP,204601548108,1760738772.252957,2.3345,2.30845,-5447,509.98,0.65,,1407.760878,10,False,-1,-1,204601548108,2.5043385489,11.442205000000001,0,-5.72,141.622,2.149,2.4293,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_2,gemini-2.5-pro,1760749188.453281,DOGE,204610969392,1760739722.47199,0.186343,0.185855,-15908,178.17,0.65,,303.354207,10,False,-1,-1,204610969392,0.1951802727,2.663957,0,-1.33,7.53154,0.15852,0.19769,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_2,gemini-2.5-pro,1760749188.453281,BTC,204608600170,1760739455.194057,107148,106800.5,-0.21,564.81,0.75,,1188.568749,20,False,204608639760,204608647505,204608600170,111071.4579611993,20.255486,0,-10.13,73.08,101801.7,109838.4,4-hour MACD crosses above its signal line.
gemini-2.5-pro_2,gemini-2.5-pro,1760749188.453281,ETH,204693698119,1760747656.445437,3830.4,3839.55,-5.28,676.01,0.7,,1292.24297,15,False,204693737637,204693759158,204693698119,4004.0617517083,18.20103,0,-9.1,-47.52,3513.635,3960.816,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_2,gemini-2.5-pro,1760749188.453281,SOL,204609819475,1760739590.74332,184.41,182.715,-53.74,330.04,0.7,,747.612165,15,False,204609836484,204609841627,204609819475,191.8260017065,8.919584,0,-4.46,91.358,172.121,190.562,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_2,gemini-2.5-pro,1760749188.453281,BNB,204607247662,1760739322.325885,1080.322,1078.05,-14.9,646.34,0.75,,1646.699335,10,False,204607280238,204607288057,204607247662,1132.0159370406,14.483559000000001,0,-7.24,33.115,995.03,1124.81,4H 20-period EMA crosses above the 50-period EMA
grok-4_2,grok-4,1760749306.002493,XRP,204601816470,1760738795.064534,2.3385,2.30985,-4272,400,0.6,,1116.939722,10,False,-1,-1,204601816470,2.5086399292,8.995531,0,-4.5,122.1792,2.15253,2.43321,If price exceeds 2.5 on 4-hour close
grok-4_2,grok-4,1760749306.002493,DOGE,204608277516,1760739426.489447,0.186354,0.186105,68396,637.876,0.65,,1255.411119,10,False,-1,-1,204608277516,0.1765946978,0.442767,0,-5.74,-16.00954,0.214303,0.177039,If price closes below 0.18 on 4-hour timeframe
grok-4_2,grok-4,1760749306.002493,BTC,204601751388,1760738787.822142,107313.6,106822.5,0.28,450,0.65,,1351.827563,20,False,204601767128,204601782276,204601751388,103283.082954792,0.005311,0,-13.52,-138.22589,112218.5,105774.5,If 4-hour MACD crosses below -2000
grok-4_2,grok-4,1760749306.002493,ETH,204621535484,1760740685.180597,3851.1,3842.05,5.06,650.916,0.7,,1248.822792,15,False,204621543867,204621559787,204621535484,3668.7725272243,0.224931,0,-8.77,-45.08126,4171.75,3722.49,If 4-hour MACD crosses below -80
grok-4_2,grok-4,1760749306.002493,SOL,204603984402,1760739003.127084,184.9,182.855,60.44,449.6,0.6,,986.614904,10,False,204603997696,204604011273,204603984402,170.7652581242,5.02891,0,-5.03,-125.7152,200.237,177.989,If 4-hour MACD crosses below -5
grok-4_2,grok-4,1760749306.002493,BNB,204618969527,1760740463.030889,1076.9,1079.55,7.07,229.5,0.65,,777.66707,10,False,204618980456,204618994700,204618969527,1020.5312186407,2.90763,0,-3.43,18.382,1142.958,1045.896,If 4-hour MACD crosses below -40
qwen3-max_2,qwen3-max,1760749364.343453,BTC,204623638114,1760740892.275223,106846,106827.5,0.44,417,0.78,,2319.313046,20,False,204623644455,204623652778,204623638114,102840.3382140391,20.72807,0,-21.16,-8.8,108200,105900,Price closes below 105500 on a 3-minute candle
deepseek-chat-v3.1_2,deepseek-chat-v3.1,1760749419.936332,XRP,204651407229,1760743806.063543,2.2977,2.31255,9583,735.216,0.7,,1603.269413,15,False,204651422630,204651434120,204651407229,2.2005092337,1.031897,0,-9.91,144.7033,2.45425,2.22415,If the price closes below 2.200 on a 3-minute candle
deepseek-chat-v3.1_2,deepseek-chat-v3.1,1760749419.936332,DOGE,204672918246,1760745927.4436,0.184574,0.186285,27858,257.13,0.65,,560.335218,10,False,-1,-1,204672918246,0.174932654,0.517746,0,-2.31,48.06753,0.212275,0.175355,If the price closes below 0.180 on a 3-minute candle
deepseek-chat-v3.1_2,deepseek-chat-v3.1,1760749419.936332,BTC,204606925687,1760739291.498538,107146,106894.5,-0.21,380.49,0.65,,1544.519393,15,False,204606949107,204606956512,204606925687,112834.4239529688,20.255296,0,-10.13,53.76,103585.5,109024.5,If the price closes above the 4-hour EMA20 at 109236.97
deepseek-chat-v3.1_2,deepseek-chat-v3.1,1760749419.936332,ETH,204642361395,1760742848.080542,3844.03,3846.4,4.87,624.38,0.75,,1253.185504,15,False,204642378805,204642392537,204642361395,3662.6248786825,2.699628,0,-8.42,12.97499,4227.35,3714.95,If the price closes below 3800 on a 3-minute candle
deepseek-chat-v3.1_2,deepseek-chat-v3.1,1760749419.936332,SOL,204642432133,1760742854.739914,182.8,183.225,81.81,499.504,0.7,,1027.64509,15,False,204642440174,204642449911,204642432133,175.0550125212,0.225392,0,-6.73,35.9964,201.081,176.713,If the price closes below 175 on a 3-minute candle
deepseek-chat-v3.1_2,deepseek-chat-v3.1,1760749419.936332,BNB,204687826849,1760747202.905566,1076.744,1081.25,5.39,289.04,0.65,,602.59279,10,False,204687847148,204687873004,204687826849,1020.5281144419,1.453545,0,-2.61,24.555,1236.59,1021.47,If the price closes below 1070 on a 3-minute candle
claude-sonnet-4-5_2,claude-sonnet-4-5,1760749860.652875,XRP,204655970889,1760744224.108066,2.3031,2.31535,5164,594.7,0.62,,1545.47022,8,False,-1,-1,204655970889,2.0677151443,0.069438,0,-5.35,63.0008,2.6485,2.1877,"BTC breaks below 105,000, confirming deeper market correction"
buynhold_btc_2,buynhold_btc,1760751557.947574,BTC,-1,1760740869.658217,106848.5,107212.5,0.09355,0,0,-1,10029.5522,1,False,-1,-1,-1,0,4.5,0,0,34.0522,,,
gpt-5_3,gpt-5,1760752752.215947,XRP,204600432746,1760738675.497112,2.339594,2.33335,-7716,600,0.64,,1545.254575,12,False,-1,-1,204600432746,2.4717719752,16.243539000000002,0,-8.12,48.5693,2.19783,2.41611,Close if a 4h candle closes > 2.455 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_3,gpt-5,1760752752.215947,DOGE,204713779681,1760749456.282116,0.186247,0.187605,-24835,138.34,0.61,,426.719661,10,False,-1,-1,204713779681,0.1950497037,2.08,0,-2.08,-34.09758,0.17379,0.19165,Close if a 4h candle closes > 0.199 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_3,gpt-5,1760752752.215947,BTC,204614807391,1760740073.642661,107067.9,107170.5,-0.13,300,0.62,,911.051622,15,False,204614857389,204614868067,204614807391,112758.6068148148,12.523466,0,-6.26,-11.97108,102321.7,109362.4,Close if a 4h candle closes > 111193.74 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_3,gpt-5,1760752752.215947,ETH,204612596778,1760739867.096058,3860,3869.15,-6.21,600,0.63,,1141.938758,20,False,204612651329,204612666095,204612596778,3973.6147829244,21.576769,0,-10.79,-57.132,3668.17,3957.79,Close if a 4h candle closes > 4036.82 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_3,gpt-5,1760752752.215947,SOL,204600508921,1760738682.056187,185.69,184.605,-64.69,500,0.6,,1265.877285,10,False,204600565013,204600580192,204600508921,199.1984011552,10.815528,0,-5.41,69.8652,171.889,193.567,Close if a 4h candle closes > 195.958 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gpt-5_3,gpt-5,1760752752.215947,BNB,204618880065,1760740455.860772,1076.6,1087.45,-4.81,260,0.6,,463.037454,10,False,204618929451,204618950247,204618880065,1127.3957932878,4.660299999999999,0,-2.33,-52.429,997.02,1131.74,Close if a 4h candle closes > 1181.25 (20EMA + 1xATR14) AND the 4h MACD histogram turns >= 0.
gemini-2.5-pro_3,gemini-2.5-pro,1760752880.038442,XRP,204601548108,1760738772.252957,2.3345,2.33255,-5447,509.98,0.65,,1276.043634,10,False,-1,-1,204601548108,2.5043564878,11.442205000000001,0,-5.72,9.8046,2.149,2.4293,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_3,gemini-2.5-pro,1760752880.038442,DOGE,204610969392,1760739722.47199,0.186343,0.18754,-15908,178.17,0.65,,276.906697,10,False,-1,-1,204610969392,0.1951778642,2.663957,0,-1.33,-18.87574,0.15852,0.19769,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_3,gemini-2.5-pro,1760752880.038442,BTC,204608600170,1760739455.194057,107148,107135.5,-0.21,564.81,0.75,,1118.78048,20,False,204608639760,204608647505,204608600170,111074.0998471487,20.255486,0,-10.13,2.73,101801.7,109838.4,4-hour MACD crosses above its signal line.
gemini-2.5-pro_3,gemini-2.5-pro,1760752880.038442,ETH,204693698119,1760747656.445437,3830.4,3866.35,-5.28,676.01,0.7,,1150.191743,15,False,204693737637,204693759158,204693698119,4004.1562208482,18.20103,0,-9.1,-190.08,3513.635,3960.816,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_3,gemini-2.5-pro,1760752880.038442,SOL,204609819475,1760739590.74332,184.41,184.505,-53.74,330.04,0.7,,651.664385,15,False,204609836484,204609841627,204609819475,191.8304825401,8.919584,0,-4.46,-4.8366,172.121,190.562,The 4-hour 20-period EMA crosses above the 50-period EMA.
gemini-2.5-pro_3,gemini-2.5-pro,1760752880.038442,BNB,204607247662,1760739322.325885,1080.322,1087.45,-14.9,646.34,0.75,,1507.60059,10,False,204607280238,204607288057,204607247662,1131.98214062,14.483559000000001,0,-7.24,-105.455,995.03,1124.81,4H 20-period EMA crosses above the 50-period EMA
grok-4_3,grok-4,1760752926.36737,XRP,204601816470,1760738795.064534,2.3385,2.33305,-4272,400,0.6,,1018.289297,10,False,-1,-1,204601816470,2.5086474141,8.995531,0,-4.5,23.496,2.15253,2.43321,If price exceeds 2.5 on 4-hour close
grok-4_3,grok-4,1760752926.36737,DOGE,204608277516,1760739426.489447,0.186354,0.187565,68396,637.876,0.65,,1354.003392,10,False,-1,-1,204608277516,0.1765931275,0.442767,0,-5.74,82.4807,0.214303,0.177039,If price closes below 0.18 on 4-hour timeframe
grok-4_3,grok-4,1760752926.36737,BTC,204601751388,1760738787.822142,107313.6,107139.5,0.28,450,0.65,,1441.052528,20,False,204601767128,204601782276,204601751388,103284.4393200723,0.005311,0,-13.52,-48.62589,112218.5,105774.5,If 4-hour MACD crosses below -2000
grok-4_3,grok-4,1760752926.36737,ETH,204621535484,1760740685.180597,3851.1,3867.05,5.06,650.916,0.7,,1372.548116,15,False,204621543867,204621559787,204621535484,3668.8218690006,0.224931,0,-8.77,78.88874,4171.75,3722.49,If 4-hour MACD crosses below -80
grok-4_3,grok-4,1760752926.36737,SOL,204603984402,1760739003.127084,184.9,184.505,60.44,449.6,0.6,,1088.619047,10,False,204603997696,204604011273,204603984402,170.76762465,5.02891,0,-5.03,-23.5716,200.237,177.989,If 4-hour MACD crosses below -5
grok-4_3,grok-4,1760752926.36737,BNB,204618969527,1760740463.030889,1076.9,1087.75,7.07,229.5,0.65,,836.508277,10,False,204618980456,204618994700,204618969527,1020.50736589,2.90763,0,-3.43,77.063,1142.958,1045.896,If 4-hour MACD crosses below -40
